name,sku,barcode,category,sales_price,product_cost,stock,warning_limit,unit,featured,unlimited,image
Bedak Rose,ID419,,,"8,500",0,0,0,,no,yes,
Bedak Salicyl 80 g,ID420,,,"2,150",0,0,0,,no,yes,
Bedak SP,ID421,,,"8,500",0,0,0,,no,yes,
Bedak Tabur Eka,ID422,,,"2,000",0,0,0,,no,yes,
Bedak Viva,ID423,,,"1,500",0,0,0,,no,yes,
Bedak Viva Padat,ID424,,,"9,500",0,0,0,,no,yes,
Bejo,ID425,,,"2,100",0,0,0,,no,yes,
Bejo Anak,ID426,,,"1,500",0,0,0,,no,yes,
Bejo Jahe Merah 15 ml,ID427,,,"2,100",0,0,0,,no,yes,
Bellagio Parfume,ID428,,,"26,500",0,0,0,,no,yes,
Benang,ID429,,,"1,500",0,0,0,,no,yes,
Benang Besar,ID430,,,"3,500",0,0,0,,no,yes,
Benang Layangan,ID431,,,"2,500",0,0,0,,no,yes,
Benang Layangan 2000,ID432,,,"1,500",0,0,0,,no,yes,
Benang Serba Guna 10000,ID433,,,"8,000",0,0,0,,no,yes,
Benang Warna 1000,ID434,,,800,0,0,0,,no,yes,
Bendera SSt Coklat 1ds,ID435,,,"150,000",0,0,0,,no,yes,
Bendera Sst Putih 1 ds,ID436,,,"150,000",0,0,0,,no,yes,
Beng Beng 1 pak,ID437,,,"37,000",0,0,0,,no,yes,
Beng Beng Eceran,ID438,,,"2,180",0,0,0,,no,yes,
Bensin,ID439,,,"1,725,000",0,0,0,,no,yes,
Bensin 1 Jerigen,ID440,,,"400,000",0,0,0,,no,yes,
Bensin Eceran 12000,ID441,,,"11,000",0,0,0,,no,yes,
Bentol,ID442,,,"7,800",0,0,0,,no,yes,
Beore Body Poa,ID443,,,"14,500",0,0,0,,no,yes,
Beras,ID444,,,"670,000",0,0,0,,no,yes,
Beras 1 Karung,ID445,,,"650,000",0,0,0,,no,yes,
Beras 1/2 9500,ID446,,,"4,750",0,0,0,,no,yes,
Beras 10000,ID447,,,"9,000",0,0,0,,no,yes,
Beras 10500,ID448,,,"9,500",0,0,0,,no,yes,
Beras 11000,ID449,,,"10,000",0,0,0,,no,yes,
Beras 11500,ID450,,,"10,500",0,0,0,,no,yes,
Beras 12500,ID451,,,"11,500",0,0,0,,no,yes,
Beras 12500 1/2,ID452,,,"5,750",0,0,0,,no,yes,
Beras 12ebu,ID453,,,"11,000",0,0,0,,no,yes,
Beras 13000,ID454,,,"12,000",0,0,0,,no,yes,
Beras 13500,ID455,,,"12,500",0,0,0,,no,yes,
Beras 13500 1/2,ID456,,,"6,250",0,0,0,,no,yes,
Beras 14000,ID457,,,"13,000",0,0,0,,no,yes,
Beras 14000 1/2,ID458,,,"7,000",0,0,0,,no,yes,
Beras 14000 kg,ID459,,,"13,000",0,0,0,,no,yes,
Beras 14500,ID460,,,"13,500",0,0,0,,no,yes,
Beras 14500 1/2,ID461,,,"6,750",0,0,0,,no,yes,
Beras 15000,ID462,,,"14,000",0,0,0,,no,yes,
Beras 15000 1/4,ID463,,,"3,750",0,0,0,,no,yes,
Beras 15500,ID464,,,"14,500",0,0,0,,no,yes,
Beras 16000,ID465,,,"15,000",0,0,0,,no,yes,
Beras 16500,ID466,,,"15,500",0,0,0,,no,yes,
Beras 1kg 12000,ID467,,,"11,000",0,0,0,,no,yes,
Beras 2 1/2 kl,ID468,,,"35,000",0,0,0,,no,yes,
Beras 3 kl,ID469,,,"47,000",0,0,0,,no,yes,
Beras 3kl,ID470,,,"37,000",0,0,0,,no,yes,
Beras 50 kg,ID471,,,"610,000",0,0,0,,no,yes,
Beras 5 Kg,ID472,,,"65,000",0,0,0,,no,yes,
Beras 5 Kl,ID473,,,"77,000",0,0,0,,no,yes,
Beras 5 Kl,ID474,,,"68,000",0,0,0,,no,yes,
Beras 8000,ID475,,,"7,000",0,0,0,,no,yes,
Beras 8500,ID476,,,"7,500",0,0,0,,no,yes,
Beras 9000,ID477,,,"8,000",0,0,0,,no,yes,
Beras 9500,ID478,,,"8,500",0,0,0,,no,yes,
Beras Agung 5 kl,ID479,,,"63,000",0,0,0,,no,yes,
Beras Apel Merah 5kl,ID480,,,"65,000",0,0,0,,no,yes,
Beras Artis 10 kl,ID481,,,"122,500",0,0,0,,no,yes,
Beras Artis 5 kl,ID482,,,"66,000",0,0,0,,no,yes,
Beras Balon 1 kl,ID483,,,"600,000",0,0,0,,no,yes,
Beras Gemini 15500,ID484,,,"14,500",0,0,0,,no,yes,
Beras Jagung 1/4,ID485,,,"1,750",0,0,0,,no,yes,
Beras Jagung 1 kl,ID486,,,"7,000",0,0,0,,no,yes,
Beras Keong 5 kl,ID487,,,"67,000",0,0,0,,no,yes,
Beras Kepompong 3 kl,ID488,,,"41,600",0,0,0,,no,yes,
Beras Kepompong 5 kl,ID489,,,"70,500",0,0,0,,no,yes,
Beras Kereta 3 kl,ID490,,,"38,000",0,0,0,,no,yes,
Beras Ketan 1 kl,ID491,,,"22,400",0,0,0,,no,yes,
Beras Ketan 1 L,ID492,,,"20,000",0,0,0,,no,yes,
beras Ketan Hitam 1/2,ID493,,,"9,000",0,0,0,,no,yes,
Beras Kota 25 kl,ID494,,,"345,000",0,0,0,,no,yes,
Beras Kota 5 kl,ID495,,,"74,000",0,0,0,,no,yes,
Beras Lahab 24 Kl,ID496,,,"355,000",0,0,0,,no,yes,
Beras Lahab 5 kl,ID497,,,"68,000",0,0,0,,no,yes,
Beras Lahab 25  kl,ID498,,,"360,000",0,0,0,,no,yes,
Beras Lahab Lele 5 kl,ID499,,,"70,000",0,0,0,,no,yes,
Beras Lopo Ijo 5 kl,ID500,,,"73,000",0,0,0,,no,yes,
Beras Mentari 5 kl,ID501,,,"75,000",0,0,0,,no,yes,
Beras Pare Anom 5 kl,ID502,,,"72,000",0,0,0,,no,yes,
Beras Per kg,ID503,,,"12,000",0,0,0,,no,yes,
Beras Perah 1/2,ID504,,,"6,000",0,0,0,,no,yes,
Beras Pin pin 3 kl,ID505,,,"54,000",0,0,0,,no,yes,
Beras Pin Pin 5 kl,ID506,,,"76,000",0,0,0,,no,yes,
Beras ping ping 5 gr,ID507,,,"60,500",0,0,0,,no,yes,
Beras Ramos 25 kl,ID508,,,"310,000",0,0,0,,no,yes,
Beras Sania2.5 kl,ID509,,,"41,000",0,0,0,,no,yes,
Beras Sedap Wangi 5 kl,ID510,,,"73,000",0,0,0,,no,yes,
Beras Sinta Nola 25 kl,ID511,,,"360,000",0,0,0,,no,yes,
Beras Sinta Nola 3 kl,ID512,,,"43,000",0,0,0,,no,yes,
Beras Sinta Nola 5 kl,ID513,,,"70,500",0,0,0,,no,yes,
Beras tawon 5 kl,ID514,,,"68,000",0,0,0,,no,yes,
Beras ugu 1 kl,ID515,,,"14,500",0,0,0,,no,yes,
Beras Wifi 5 kl,ID516,,,"70,000",0,0,0,,no,yes,
Beras 7500,ID517,,,"6,500",0,0,0,,no,yes,
Beruang,ID518,,,"8,850",0,0,0,,no,yes,
Betadine 5 ml,ID519,,,"4,800",0,0,0,,no,yes,
Better 10000,ID520,,,"9,000",0,0,0,,no,yes,
Better 1 pak,ID521,,,"17,000",0,0,0,,no,yes,
Better 2000 1 pk,ID522,,,"17,000",0,0,0,,no,yes,
Big Cola,ID523,,,"3,250",0,0,0,,no,yes,
Bigbabol 500,ID524,,,300,0,0,0,,no,yes,
Bignum,ID525,,,"11,900",0,0,0,,no,yes,
Bignum Eceran,ID526,,,645,0,0,0,,no,yes,
Bihun 1 Bal,ID527,,,"16,500",0,0,0,,no,yes,
Bihun 1000,ID528,,,850,0,0,0,,no,yes,
Bihun Bogor 1 bal,ID529,,,"18,000",0,0,0,,no,yes,
Bihun Cap 2 Bebek ,ID530,,,"6,000",0,0,0,,no,yes,
Bihun Eceran 4000,ID531,,,"3,000",0,0,0,,no,yes,
Bihun Jagung B,ID532,,,"6,250",0,0,0,,no,yes,
Bihun jagung Kecil,ID533,,,"3,500",0,0,0,,no,yes,
Bihun K,ID534,,,"1,700",0,0,0,,no,yes,
Bihun Naga 250 gr,ID535,,,"6,000",0,0,0,,no,yes,
Bihun tanam B,ID536,,,"7,500",0,0,0,,no,yes,
Bihun tanam Kecil,ID537,,,"3,750",0,0,0,,no,yes,
Bihunku A Bawang,ID538,,,"2,700",0,0,0,,no,yes,
Bihunku Goreng ,ID539,,,"2,850",0,0,0,,no,yes,
Bihunku Kari Laksa,ID540,,,"2,700",0,0,0,,no,yes,
Bihunku Soto ,ID541,,,"2,700",0,0,0,,no,yes,
Biji Pala,ID542,,,"1,500",0,0,0,,no,yes,
Biji Pala 1000,ID543,,,800,0,0,0,,no,yes,
Biji Steples,ID544,,,"1,500",0,0,0,,no,yes,
Biji Steples B,ID545,,,"2,500",0,0,0,,no,yes,
Bikbos,ID546,,,"10,000",0,0,0,,no,yes,
Bimoli 2 L,ID547,,,"33,500",0,0,0,,no,yes,
Binahong 4000,ID548,,,"2,500",0,0,0,,no,yes,
Binder Clip,ID549,,,"2,000",0,0,0,,no,yes,
Bintang alami Kretek,ID550,,,"8,000",0,0,0,,no,yes,
Bintang Arjuna,ID551,,,"8,500",0,0,0,,no,yes,
Bintang Kembar,ID552,,,"2,000",0,0,0,,no,yes,
Bintang Mas,ID553,,,"9,200",0,0,0,,no,yes,
Bintang Zero,ID554,,,"7,000",0,0,0,,no,yes,
Bintang Zero Merah,ID555,,,"21,000",0,0,0,,no,yes,
Bio Sol 2000,ID556,,,"1,600",0,0,0,,no,yes,
Biore Men 100 gr,ID557,,,"22,500",0,0,0,,no,yes,
Biore Sabun,ID558,,,"9,500",0,0,0,,no,yes,
Bire Cair 170 ml,ID559,,,"10,500",0,0,0,,no,yes,
Biosol 1000,ID560,,,833,0,0,0,,no,yes,
Biosol 500,ID561,,,416,0,0,0,,no,yes,
Birawa,ID562,,,"7,500",0,0,0,,no,yes,
Biskitop Sugar Fuff,ID563,,,"8,000",0,0,0,,no,yes,
Biskitop Toples,ID564,,,"23,000",0,0,0,,no,yes,
Biskuit bon bon,ID565,,,"9,000",0,0,0,,no,yes,
Biskuit Hita Manis,ID566,,,"4,000",0,0,0,,no,yes,
Biskuit Kelapa,ID567,,,"7,000",0,0,0,,no,yes,
Blade 18000,ID568,,,"16,000",0,0,0,,no,yes,
Black Henna,ID569,,,"10,600",0,0,0,,no,yes,
Biskitop 1 pak,ID570,,,"21,000",0,0,0,,no,yes,
Blau  Cuci,ID571,,,450,0,0,0,,no,yes,
Blau Cuci 1000,ID572,,,850,0,0,0,,no,yes,
Blau Cuci 3000,ID573,,,"2,500",0,0,0,,no,yes,
Bleater,ID574,,,"11,500",0,0,0,,no,yes,
Blester Eceran,ID575,,,545,0,0,0,,no,yes,
Black Cappucino,ID576,,,"26,500",0,0,0,,no,yes,
Blit,ID577,,,"13,200",0,0,0,,no,yes,
Blit Eceran,ID578,,,565,0,0,0,,no,yes,
Binder CLip,ID579,,,"2,000",0,0,0,,no,yes,
Blue  Band 200 gr,ID580,,,"8,500",0,0,0,,no,yes,
Blue Band 5000,ID581,,,"4,500",0,0,0,,no,yes,
Blueberry,ID582,,,"8,900",0,0,0,,no,yes,
Blue Bell Susu,ID583,,,"2,500",0,0,0,,no,yes,
Blue Band Serbaguna 15 gr,ID584,,,"1,950",0,0,0,,no,yes,
Blueberry,ID585,,,"6,000",0,0,0,,no,yes,
BMW,ID586,,,"8,000",0,0,0,,no,yes,
Bn Bany,ID587,,,1,0,0,0,,no,yes,
Bodrex,ID588,,,350,0,0,0,,no,yes,
Bodrex Extra,ID589,,,625,0,0,0,,no,yes,
Bodrex Flu dan Batuk,ID590,,,625,0,0,0,,no,yes,
Bodrex Migra,ID591,,,625,0,0,0,,no,yes,
Bodrexin,ID592,,,375,0,0,0,,no,yes,
Bohem,ID593,,,"33,200",0,0,0,,no,yes,
Bola 10000,ID594,,,"7,500",0,0,0,,no,yes,
Bola Karet,ID595,,,"3,000",0,0,0,,no,yes,
Bola Kasti,ID596,,,"12,500",0,0,0,,no,yes,
Bolo Padi Pas 1 ds,ID597,,,"95,000",0,0,0,,no,yes,
Bolpoin Standard,ID598,,,"1,500",0,0,0,,no,yes,
Bolu,ID599,,,"1,600",0,0,0,,no,yes,
Bom,ID600,,,"4,300",0,0,0,,no,yes,
Bomba,ID601,,,"7,000",0,0,0,,no,yes,
Bon Cabe makaroni 1 ds,ID602,,,"105,000",0,0,0,,no,yes,
Mon Cabe Original level 15,ID603,,,833,0,0,0,,no,yes,
Bon Cabe Original Level 30,ID604,,,833,0,0,0,,no,yes,
Bon Tee,ID605,,,"2,100",0,0,0,,no,yes,
Bonita 1 pak,ID606,,,"21,000",0,0,0,,no,yes,
Bonito,ID607,,,"2,500",0,0,0,,no,yes,
Bonsai,ID608,,,"13,000",0,0,0,,no,yes,
Bonte,ID609,,,"9,000",0,0,0,,no,yes,
Bonte 20,ID610,,,"10,500",0,0,0,,no,yes,
Bonte Kotak,ID611,,,"6,000",0,0,0,,no,yes,
Bonteh,ID612,,,"1,800",0,0,0,,no,yes,
Boom,ID613,,,"4,500",0,0,0,,no,yes,
Bose Gressy,ID614,,,"8,500",0,0,0,,no,yes,
Bose Merah,ID615,,,"10,500",0,0,0,,no,yes,
Boss Coffee,ID616,,,"11,000",0,0,0,,no,yes,
Botan 168 gr,ID617,,,"13,500",0,0,0,,no,yes,
Botan 425 gr,ID618,,,"23,000",0,0,0,,no,yes,
Botol bensin,ID619,,,"10,000",0,0,0,,no,yes,
Boyok Pegalinu,ID620,,,550,0,0,0,,no,yes,
Braja,ID621,,,"8,000",0,0,0,,no,yes,
Brown Copy,ID622,,,"14,500",0,0,0,,no,yes,
Brown Bold,ID623,,,"16,500",0,0,0,,no,yes,
BSJ Cengkeh,ID624,,,"14,800",0,0,0,,no,yes,
Buag Cengke ,ID625,,,"7,000",0,0,0,,no,yes,
Buah Cengke Eceran ,ID626,,,666,0,0,0,,no,yes,
Buah Vita,ID627,,,"4,600",0,0,0,,no,yes,
Buah Vita 110,ID628,,,"2,500",0,0,0,,no,yes,
Bumbu Racik Ayam goreng,ID629,,,"1,600",0,0,0,,no,yes,
Buku 2000,ID630,,,"1,500",0,0,0,,no,yes,
Buku Bigboss,ID631,,,"4,000",0,0,0,,no,yes,
Buku Gambar 2000,ID632,,,"1,500",0,0,0,,no,yes,
Buku Gambar 3000,ID633,,,"2,200",0,0,0,,no,yes,
Buku Gambar Besar,ID634,,,"2,500",0,0,0,,no,yes,
Buku Kwitansi,ID635,,,"6,500",0,0,0,,no,yes,
Buku Kwitansi k,ID636,,,"3,500",0,0,0,,no,yes,
Buku Nota 1 Lapis,ID637,,,"2,500",0,0,0,,no,yes,
Buku Nota 2 Lapis,ID638,,,"7,500",0,0,0,,no,yes,
Buku Paperline kecil,ID639,,,"4,000",0,0,0,,no,yes,
Buku Perpalen ,ID640,,,"8,000",0,0,0,,no,yes,
Buku Tulis 3000,ID641,,,"2,500",0,0,0,,no,yes,
Buku Tulis 4000,ID642,,,"3,000",0,0,0,,no,yes,
Buku Tulis 3500,ID643,,,"2,500",0,0,0,,no,yes,
Buku Tulis 5000,ID644,,,"4,000",0,0,0,,no,yes,
Buku Tulis 6000,ID645,,,"4,500",0,0,0,,no,yes,
Bul Kretek,ID646,,,"8,100",0,0,0,,no,yes,
Bull 20,ID647,,,"26,500",0,0,0,,no,yes,
Bumbu 1000,ID648,,,800,0,0,0,,no,yes,
Bumbu 2000,ID649,,,"1,500",0,0,0,,no,yes,
bumbu 3000,ID650,,,"2,000",0,0,0,,no,yes,
Bumbu Dapur,ID651,,,400,0,0,0,,no,yes,
Bumbu Instan opor,ID652,,,"1,700",0,0,0,,no,yes,
bumbu Instan Soto,ID653,,,"1,700",0,0,0,,no,yes,
Bumbu Kacang 1000,ID654,,,800,0,0,0,,no,yes,
Bumbu Marinasi,ID655,,,"1,500",0,0,0,,no,yes,
Bumbu Racik Ayam goreng,ID656,,,"1,600",0,0,0,,no,yes,
Bumbu racik 1000,ID657,,,800,0,0,0,,no,yes,
Bumbu racik 1500,ID658,,,"1,200",0,0,0,,no,yes,
Bumbu Racik Ikan Goreng,ID659,,,"1,600",0,0,0,,no,yes,
Bubu Racik Nasi Goreng,ID660,,,"1,600",0,0,0,,no,yes,
Bumbu racik Sayur Asem,ID661,,,"1,600",0,0,0,,no,yes,
Bubu Racik Sayur Sop,ID662,,,"1,600",0,0,0,,no,yes,
Bumbu racik tempe Goreng,ID663,,,"1,600",0,0,0,,no,yes,
bumbu rendang,ID664,,,"5,000",0,0,0,,no,yes,
Bumbu Sinti,ID665,,,"4,300",0,0,0,,no,yes,
Bumbu Sinti 1 ds,ID666,,,"240,000",0,0,0,,no,yes,
Bumbu Tabur Ayam 100 gr,ID667,,,"4,000",0,0,0,,no,yes,
Bumi,ID668,,,"8,500",0,0,0,,no,yes,
Burung Darah,ID669,,,"2,500",0,0,0,,no,yes,
Busa 2000,ID670,,,"1,500",0,0,0,,no,yes,
Butih perak,ID671,,,"6,500",0,0,0,,no,yes,
C1000 sst,ID672,,,900,0,0,0,,no,yes,
C 1000 X,ID673,,,"4,500",0,0,0,,no,yes,
cabai Bubuk,ID674,,,833,0,0,0,,no,yes,
Cabut barang,ID675,,,"11,600,000",0,0,0,,no,yes,
Caconde,ID676,,,"17,000",0,0,0,,no,yes,
Caffino,ID677,,,"1,100",0,0,0,,no,yes,
Caffino,ID678,,,"4,000",0,0,0,,no,yes,
Caffino 1 ds,ID679,,,"19,000",0,0,0,,no,yes,
Caffino botol,ID680,,,"4,500",0,0,0,,no,yes,
Cahaya Hitam 20,ID681,,,"19,500",0,0,0,,no,yes,
Cahaya Mild 16,ID682,,,"11,500",0,0,0,,no,yes,
Cahaya pro,ID683,,,"8,500",0,0,0,,no,yes,
Cahaya Pro Merah 12,ID684,,,"13,500",0,0,0,,no,yes,
Cahaya Pro Merah 20,ID685,,,"20,000",0,0,0,,no,yes,
Cahaya Pro Putih 20,ID686,,,"19,500",0,0,0,,no,yes,
Cahaya Pro Putih 12,ID687,,,"13,500",0,0,0,,no,yes,
Caladin Cair,ID688,,,"14,500",0,0,0,,no,yes,
Cahaya Putih 16,ID689,,,"10,500",0,0,0,,no,yes,
Caladine,ID690,,,"12,000",0,0,0,,no,yes,
Camel Biru 16,ID691,,,"22,400",0,0,0,,no,yes,
Camel Connect 20,ID692,,,"28,200",0,0,0,,no,yes,
Camel Ecean ,ID693,,,"1,600",0,0,0,,no,yes,
Camel Kretek,ID694,,,"14,000",0,0,0,,no,yes,
Camel Putih,ID695,,,"26,500",0,0,0,,no,yes,
Camel Ungu 12,ID696,,,"19,000",0,0,0,,no,yes,
Camel Ungu 16,ID697,,,"24,900",0,0,0,,no,yes,
Camel Yellow P,ID698,,,"27,250",0,0,0,,no,yes,
Camelia Parfume 22,ID699,,,"6,500",0,0,0,,no,yes,
Caolant,ID700,,,"5,000",0,0,0,,no,yes,
Casablanca Parfume,ID701,,,"13,500",0,0,0,,no,yes,
Casablanca Kaleng,ID702,,,"15,500",0,0,0,,no,yes,
Castol,ID703,,,"4,500",0,0,0,,no,yes,
Castol,ID704,,,"3,500",0,0,0,,no,yes,
Castol 7000,ID705,,,"5,000",0,0,0,,no,yes,
Cat Cair Kupu kupu,ID706,,,"3,000",0,0,0,,no,yes,
CC 12,ID707,,,"9,000",0,0,0,,no,yes,
Cedhar Mini 6000,ID708,,,"4,500",0,0,0,,no,yes,
Celengan 15000,ID709,,,"13,000",0,0,0,,no,yes,
Celengan B,ID710,,,"5,500",0,0,0,,no,yes,
Celengan Karet B,ID711,,,"3,500",0,0,0,,no,yes,
Celegan Karet K,ID712,,,"2,000",0,0,0,,no,yes,
Celengan T,ID713,,,"2,500",0,0,0,,no,yes,
Cleo Mini,ID714,,,"18,500",0,0,0,,no,yes,
Cellep 1500,ID715,,,"26,000",0,0,0,,no,yes,
Cellep 600,ID716,,,"26,000",0,0,0,,no,yes,
Cellep Gelas,ID717,,,"12,500",0,0,0,,no,yes,
Cello Caramil,ID718,,,"10,000",0,0,0,,no,yes,
Cello Click 16,ID719,,,1,0,0,0,,no,yes,
Cello Coklat 16,ID720,,,"11,000",0,0,0,,no,yes,
Cello Filter,ID721,,,"16,000",0,0,0,,no,yes,
Cello Green,ID722,,,"8,000",0,0,0,,no,yes,
Cello Kretek,ID723,,,"8,000",0,0,0,,no,yes,
Cello Merah,ID724,,,"8,000",0,0,0,,no,yes,
Cendol Mini 20000,ID725,,,"18,000",0,0,0,,no,yes,
Cengke Alami,ID726,,,"8,500",0,0,0,,no,yes,
Cengke Anggur,ID727,,,"11,000",0,0,0,,no,yes,
Cengkeh 12,ID728,,,"7,000",0,0,0,,no,yes,
Cengkeh 20,ID729,,,"10,500",0,0,0,,no,yes,
Cengkeh Biru,ID730,,,"7,500",0,0,0,,no,yes,
Cengkeh Coklat,ID731,,,"7,500",0,0,0,,no,yes,
Cengkeh Coklat 16,ID732,,,"9,000",0,0,0,,no,yes,
Cengkeh Eceran,ID733,,,550,0,0,0,,no,yes,
Cengkeh Mentool ,ID734,,,"8,000",0,0,0,,no,yes,
Cengkeh Merah ,ID735,,,"7,700",0,0,0,,no,yes,
Cengkeh Putih,ID736,,,"8,400",0,0,0,,no,yes,
Cengkeh Refil,ID737,,,"13,500",0,0,0,,no,yes,
Cerela,ID738,,,"1,800",0,0,0,,no,yes,
Cerelak 120 gr kotak,ID739,,,"11,000",0,0,0,,no,yes,
Cham isi 10,ID740,,,"6,500",0,0,0,,no,yes,
Cham isi 2,ID741,,,"1,200",0,0,0,,no,yes,
Cham isi 30,ID742,,,"22,500",0,0,0,,no,yes,
Cham Malam 420 isi 4,ID743,,,"8,000",0,0,0,,no,yes,
Cham Malam 2000,ID744,,,"1,500",0,0,0,,no,yes,
Cham Mala KoTAK 11000,ID745,,,"9,500",0,0,0,,no,yes,
Chapter,ID746,,,"18,000",0,0,0,,no,yes,
Chappucino 4 in 4000,ID747,,,"3,500",0,0,0,,no,yes,
Charm isi 1 Extra maxi 23 cm,ID748,,,400,0,0,0,,no,yes,
Charm isi 8,ID749,,,"4,500",0,0,0,,no,yes,
charm malam 290 isi 9,ID750,,,"16,000",0,0,0,,no,yes,
charm safe night isi 2 29cm,ID751,,,"2,400",0,0,0,,no,yes,
Charm Malam 290 isi 5,ID752,,,"9,500",0,0,0,,no,yes,
Cheers 1500 ds,ID753,,,"38,000",0,0,0,,no,yes,
Cheers gelas ,ID754,,,"24,000",0,0,0,,no,yes,
Cheers T ds,ID755,,,"37,000",0,0,0,,no,yes,
Chif Filter 12,ID756,,,"15,700",0,0,0,,no,yes,
Chief Kretek,ID757,,,"9,700",0,0,0,,no,yes,
Chip Sereal 1 ds,ID758,,,"51,000",0,0,0,,no,yes,
Chitato 1 ds,ID759,,,"102,000",0,0,0,,no,yes,
Chitati Lite 10000,ID760,,,"9,000",0,0,0,,no,yes,
Choco Drink,ID761,,,"1,700",0,0,0,,no,yes,
Choco Puff 10000,ID762,,,"9,000",0,0,0,,no,yes,
Chocopy,ID763,,,"21,000",0,0,0,,no,yes,
Chocolatos 1000 1 pk,ID764,,,"21,000",0,0,0,,no,yes,
Chocolatos Botol ,ID765,,,"5,000",0,0,0,,no,yes,
Chocolatos Drink New Formula,ID766,,,"1,700",0,0,0,,no,yes,
Cohocolatos isi 24 pcs,ID767,,,"10,000",0,0,0,,no,yes,
Choki Choki ,ID768,,,"17,000",0,0,0,,no,yes,
Charm Malam isi 8,ID769,,,"8,500",0,0,0,,no,yes,
Chuba 8000,ID770,,,"7,000",0,0,0,,no,yes,
Cigarelos,ID771,,,"14,500",0,0,0,,no,yes,
Cika,ID772,,,"14,500",0,0,0,,no,yes,
Ciki 10000,ID773,,,"8,500",0,0,0,,no,yes,
Ciki 12000,ID774,,,"10,000",0,0,0,,no,yes,
Ciki 1500,ID775,,,"1,300",0,0,0,,no,yes,
Ciki 15000,ID776,,,"13,500",0,0,0,,no,yes,
Ciki 2500,ID777,,,"1,800",0,0,0,,no,yes,
Ciki 3000,ID778,,,"2,500",0,0,0,,no,yes,
Ciki 4000,ID779,,,"3,500",0,0,0,,no,yes,
Ciki 5000,ID780,,,"4,500",0,0,0,,no,yes,
Ciki 6000,ID781,,,"5,000",0,0,0,,no,yes,
Ciki 7000,ID782,,,"6,000",0,0,0,,no,yes,
Ciki 8000,ID783,,,"6,000",0,0,0,,no,yes,
Ciki 9000,ID784,,,"7,000",0,0,0,,no,yes,
Ciki AHH 1 pak,ID785,,,"9,000",0,0,0,,no,yes,
Ciki ball,ID786,,,"18,000",0,0,0,,no,yes,
Ciki ball 1 pak,ID787,,,"17,000",0,0,0,,no,yes,
Ciki Chruncy Bsr,ID788,,,"9,000",0,0,0,,no,yes,
Ciki Maxi 1 pak,ID789,,,"18,500",0,0,0,,no,yes,
Ciki maxron 1 ds,ID790,,,"53,000",0,0,0,,no,yes,
Ciki Pancos 12rb,ID791,,,"11,000",0,0,0,,no,yes,
Ciki2 1000,ID792,,,900,0,0,0,,no,yes,
Ciki2 2000,ID793,,,"1,800",0,0,0,,no,yes,
Ciki2 500,ID794,,,450,0,0,0,,no,yes,
Cimori 10000,ID795,,,"8,500",0,0,0,,no,yes,
Cimori 125 ml,ID796,,,"2,300",0,0,0,,no,yes,
Cimori 200 ml,ID797,,,"4,000",0,0,0,,no,yes,
Cimori 250 ml,ID798,,,"5,500",0,0,0,,no,yes,
Cimori Botol K,ID799,,,"1,800",0,0,0,,no,yes,
Cimori Botol ,ID800,,,"7,500",0,0,0,,no,yes,
Cimori Kotak,ID801,,,"4,500",0,0,0,,no,yes,
Cimori Squeze,ID802,,,"8,000",0,0,0,,no,yes,
Cimori Stik,ID803,,,"2,400",0,0,0,,no,yes,
Cincau Madu ds,ID804,,,"19,000",0,0,0,,no,yes,
Cincau Panda 310 ml,ID805,,,"4,000",0,0,0,,no,yes,
Coptade 120,ID806,,,"6,500",0,0,0,,no,yes,
Ciptaden 30 gr,ID807,,,"1,850",0,0,0,,no,yes,
Ciptaden 190 gr,ID808,,,"7,000",0,0,0,,no,yes,
Ciptandet 75g + 15 g,ID809,,,"3,200",0,0,0,,no,yes,
Citra 230 ml,ID810,,,"21,500",0,0,0,,no,yes,
Citra 60 ml,ID811,,,"5,500",0,0,0,,no,yes,
Citra 70 g,ID812,,,"2,500",0,0,0,,no,yes,
Citra Botol 110 ml,ID813,,,"10,500",0,0,0,,no,yes,
Citra Saset,ID814,,,833,0,0,0,,no,yes,
City Liye,ID815,,,"19,000",0,0,0,,no,yes,
CK,ID816,,,"15,000",0,0,0,,no,yes,
Class Mango Top,ID817,,,"10,000",0,0,0,,no,yes,
Class Max ,ID818,,,"23,000",0,0,0,,no,yes,
Class Mil Eceran,ID819,,,"1,750",0,0,0,,no,yes,
Class Mild 16,ID820,,,"28,200",0,0,0,,no,yes,
Clasik,ID821,,,"9,000",0,0,0,,no,yes,
Clasmil 12,ID822,,,"21,500",0,0,0,,no,yes,
Clasmil 20,ID823,,,"32,000",0,0,0,,no,yes,
Classmil Purple,ID824,,,"28,200",0,0,0,,no,yes,
Clasmill Purple 12,ID825,,,"21,500",0,0,0,,no,yes,
Clasmill Redmax,ID826,,,"23,600",0,0,0,,no,yes,
Clasmill Silver,ID827,,,"25,100",0,0,0,,no,yes,
Cleo 1500 ds,ID828,,,"48,000",0,0,0,,no,yes,
Cleo 1500 ml,ID829,,,"4,000",0,0,0,,no,yes,
Cleo 220 Eceran,ID830,,,792,0,0,0,,no,yes,
Cleo 220 ml 1 ds,ID831,,,"20,000",0,0,0,,no,yes,
Cleo 550 T 1 ds,ID832,,,"45,000",0,0,0,,no,yes,
Cleo Botol Kecil,ID833,,,"1,500",0,0,0,,no,yes,
Cleo galon,ID834,,,"18,000",0,0,0,,no,yes,
